SA2_code,y.liver.male,sd.liver.male,y.liver.female,sd.liver.female,y.liver.persons,sd.liver.persons
21241,0.17395330712343798,0.1605238304567515,0.23901690047049992,0.18637707468511716,0.25464221837358075,0.13779913804153132
21242,0.34358970439007686,0.19835621904242337,0.13976194237515863,0.23979777002333455,0.27763173659827955,0.17497181179940327
21243,0.26236426446749106,0.1487351269178299,0.2151113796169455,0.172843741637496,0.29266961396282004,0.133273213910009
21244,0.058268908123975824,0.1702924385979836,0.009950330853168092,0.1880031147281005,0.03922071315328133,0.1552903016514263
21245,0.25464221837358075,0.16712928646891986,0.1823215567939546,0.1895732430777975,0.23901690047049992,0.1457712390124909
21246,0.19885085874516517,0.17226658763745067,0.17395330712343798,0.187944379439757,0.23111172096338664,0.15281455617284886
21247,0.34358970439007686,0.21286536971616496,0.22314355131420976,0.24487446943821614,0.36464311358790924,0.19006171040245426
21248,0.19885085874516517,0.23136445270128825,0.23111172096338664,0.22542487361175467,0.22314355131420976,0.20822868649369797
21249,0.16551443847757333,0.18024456884571133,0.1570037488096647,0.20541430567640712,0.1823215567939546,0.1716695084802107
21250,0.30010459245033816,0.22542487361175467,0.2700271372130602,0.24319429095658923,0.3364722366212129,0.1970580337654474
21251,-0.020202707317519466,0.20338731787641046,-0.030459207484708574,0.2189976160418757,-0.020202707317519466,0.17831961962251008
21252,-0.06187540371808753,0.1693380310873203,-0.06187540371808753,0.18089031514332019,-0.06187540371808753,0.1454178342001517
21253,-0.15082288973458366,0.16997165639211134,-0.13926206733350766,0.19700109452297626,-0.21072103131565253,0.15147894263097192
21254,-0.030459207484708574,0.16486164359567787,-0.08338160893905101,0.1724611363839958,-0.08338160893905101,0.14816111138947813
21255,-0.12783337150988489,0.19117012726602586,0.03922071315328133,0.19696276645462385,-0.040821994520255166,0.17014877983830368
21256,-0.01005033585350145,0.2153877483062931,0.009950330853168092,0.24105909101587994,0.009950330853168092,0.19148574996810042
21257,-0.020202707317519466,0.23718802478518633,-0.09431067947124129,0.2481391669628903,-0.07257069283483537,0.2086953721714532
21258,0.02955880224154443,0.17799879259117377,0.02955880224154443,0.19517900438024927,0.02955880224154443,0.16740593981136298
21259,-0.020202707317519466,0.18197701221363896,0.009950330853168092,0.20179325370152873,0.009950330853168092,0.16659280906532897
21260,-0.05129329438755058,0.16781889336011743,-0.05129329438755058,0.186787772565094,-0.07257069283483537,0.1549400070399092
21261,-0.08338160893905101,0.16849065656662082,-0.12783337150988489,0.17906985858372176,-0.12783337150988489,0.14966724999360115
21262,-0.35667494393873245,0.18197701221363902,-0.08338160893905101,0.18031058477148532,-0.3011050927839216,0.16372842861229658
21263,-0.15082288973458366,0.21471940150389993,0.009950330853168092,0.22830332458454458,-0.07257069283483537,0.18634709530492624
21264,-0.342490308946776,0.16961223117003804,-0.13926206733350766,0.18080277905635364,-0.3285040669720361,0.14677656757743926
21265,-0.4462871026284195,0.1906716376497878,-0.23572233352106983,0.2132876991403186,-0.4780358009429998,0.172843741637496
21266,-0.2231435513142097,0.17620468573390757,-0.12783337150988489,0.17497181179940324,-0.23572233352106983,0.1499955314515539
21267,-0.31471074483970024,0.18545964745363894,0,0.21026002593205764,-0.21072103131565253,0.16533148807278358
21268,-0.4780358009429998,0.2639063847430006,-0.2613647641344075,0.2749982146595342,-0.527632742082372,0.23217451492221255
21269,0.10436001532424286,0.1865528642456596,-0.09431067947124129,0.20123228159264256,0.009950330853168092,0.1629354164742001
21270,0.11332868530700327,0.2038239495518676,-0.16251892949777494,0.23223905278601786,0,0.1789065671495762
21271,-0.040821994520255166,0.20331450958779135,-0.030459207484708574,0.2224103650984046,-0.040821994520255166,0.18515586412722876
21272,-0.01005033585350145,0.19117012726602586,-0.05129329438755058,0.20865700952008495,-0.020202707317519466,0.1709252281416087
21273,-0.06187540371808753,0.1693380310873203,-0.05129329438755058,0.186787772565094,-0.08338160893905101,0.15639038788431672
21274,-0.23572233352106983,0.2217210164623648,-0.01005033585350145,0.21875544424065638,-0.15082288973458366,0.1948645972948828
21275,-0.37106368139083207,0.19942158606480193,-0.21072103131565253,0.2047660157777052,-0.40047756659712525,0.17815524092325238
21276,-0.2876820724517809,0.1954042103347479,-0.10536051565782628,0.2030765967452277,-0.23572233352106983,0.168894139451732
21277,-0.2876820724517809,0.1954042103347479,-0.11653381625595151,0.20110487390521992,-0.2744368457017603,0.17453851743651794
21278,-0.2231435513142097,0.18069990495949678,-0.19845093872383832,0.19427168138662904,-0.2613647641344075,0.15824231035910183
21279,-0.3285040669720361,0.22084902157973416,-0.11653381625595151,0.22007375311019647,-0.3011050927839216,0.20686995311641046
21280,-0.35667494393873245,0.21649673082272822,-0.10536051565782628,0.22542487361175467,-0.3011050927839216,0.19759325970661942
21281,-0.31471074483970024,0.1998325438652187,-0.2231435513142097,0.21946822484619177,-0.35667494393873245,0.17684928983940357
21282,-0.342490308946776,0.1747399535442735,-0.030459207484708574,0.18720992046220483,-0.2231435513142097,0.15311458798486638
21283,-0.342490308946776,0.21870816591215736,-0.07257069283483537,0.2301056778342247,-0.2613647641344075,0.1957053045197228
21284,-0.23572233352106983,0.23818064004309003,0.09531017980432493,0.251263512804997,-0.07257069283483537,0.2086953721714532
21285,-0.35667494393873245,0.22124284952799023,-0.09431067947124129,0.2341600984995666,-0.2744368457017603,0.19326370460510367
21286,-0.2484613592984996,0.18001090541976655,-0.15082288973458366,0.19079920461673133,-0.2484613592984996,0.16128571825118085
